id,subject,dashboard_type,concept,category,count,core_concept,features,scope,rep_question,rep_year,rep_num,global_idx,years,questions
29,DB,official,"5-a. 빅데이터 관련 기술(저장, 처리, 분석, 시각화)",5. 빅데이터 및 AI데티어,8,하둡 분산 파일시스템(HDFS) 구조 및 MapReduce 병렬 처리 프레임워크,"마스터-네임노드, 데이터노드 장애 극복 메커니즘과 스파크 인메모리 처리 장점을 대조합니다.",빅데이터 및 AI데이터 -> 빅데이터 저장/처리,"74. 다음은 MapReduce 방식으로 어떤 기능을 구현하는 
방법을 설명한 것이다. 이 설명에 해당하는 기능은?
- Map 함수는 각 문서를 파싱하여 (단어, 문서번
호) 쌍의 시퀀스를 출력한다. 
- Reduce 함수는 주어진 단어에 대한 모든 쌍을 
받아들여 문서번호에 의해 정렬하고 (단어, 리스
트(문서번호)) 쌍을 출력한다.
  ① 분산 grep (distributed grep) 
  ② 웹-링크 그래프 (Web-Link graph) 
  ③ 단어 빈도수 (word count) 
  ④ 역 인덱스 (inverted index)",2026,74,16,"[2015, 2016, 2022, 2023, 2024, 2025, 2026]","[{""year"": 2026, ""num"": 74}, {""year"": 2025, ""num"": 67}, {""year"": 2024, ""num"": 72}, {""year"": 2024, ""num"": 51}, {""year"": 2023, ""num"": 69}, {""year"": 2022, ""num"": 72}, {""year"": 2016, ""num"": 51}, {""year"": 2015, ""num"": 64}]"
30,DB,official,5-b. NoSQL,5. 빅데이터 및 AI데티어,12,비정형 데이터 분산을 위한 CAP 이론 및 스키마리스 Key-Value/Document/Graph 저장소,"CAP 정리에 의한 고가용성과 일관성 트레이드오프 분석 및 Cassandra, MongoDB 등의 특징 매핑을 질문합니다.",빅데이터 및 AI데이터 -> NoSQL 아키텍처,"73. CAP 정리는 모든 분산 데이터 저장소가 네트워크 
분할 또는 장애발생시 일관성(Consistency), 가용성
(Availability), 분할 감내(Partition Tolerance) 등 세 개의 
특성 중 두 개만 동시에 보장할 수 있다는 것이다. 
네트워크가 두 개의 파티션으로 분할된 후 각 파티션에 
한 개씩의 노드가 있다고 가정할 때, 다음 설명에 
들어가는 ㉠, ㉡의 내용으로 옳은 것은?
- ㉠을 보장하려면 네트워크가 분할된 후에도 시스
템이 예상대로 계속 작동해야 하므로 각 파티션에 
속한 두 노드는 서로 다른 값을 읽을 수 있게 된
다. 
- ㉡을 보장하려면 두 개의 파티션 중에서 한 파티
션은 사용할 수 없는 것처럼 작동해야 한다.
㉠
㉡
① 
가용성 + 분할감내
일관성 + 분할감내
②
가용성 + 분할감내
일관성 + 가용성
③
일관성 + 가용성
일관성 + 분할감내
④
일관성 + 가용성
가용성 + 분할감내",2026,73,17,"[2015, 2017, 2020, 2021, 2022, 2023, 2024, 2025, 2026]","[{""year"": 2026, ""num"": 73}, {""year"": 2025, ""num"": 75}, {""year"": 2025, ""num"": 73}, {""year"": 2024, ""num"": 51}, {""year"": 2023, ""num"": 74}, {""year"": 2023, ""num"": 72}, {""year"": 2022, ""num"": 72}, {""year"": 2021, ""num"": 62}, {""year"": 2020, ""num"": 67}, {""year"": 2020, ""num"": 64}, {""year"": 2017, ""num"": 72}, {""year"": 2015, ""num"": 64}]"
31,DB,official,"5-c. 데이터마이닝, DW",5. 빅데이터 및 AI데티어,10,OLAP 다차원 분석 큐브 연산 및 대용량 데이터 유용 관계 추출 마이닝 기법,"스타/스노우플레이크 구조 차이, OLAP의 Drill-down/Roll-up 기법 정의 및 연관 규칙 지지도/신뢰도 계산이 출제됩니다.",빅데이터 및 AI데이터 -> DW 및 마이닝,"72. 데이터 마이닝을 통해 획득 가능한 정보의 유형으로 
연관성, 순차, 분류, 군집, 예보 등을 들 수 있다. 
다음 보기의 예시 중 군집(cluster)에 해당하는 
것은?
  ① 집을 구매한 사람들을 살펴보니 65%가 2주 이내에 
새로운 냉장고를 구매하였다.
  ② 슈퍼마켓 구매 패턴을 연구한 결과, 콘칩을 구매한 
고객의 65%가 콜라도 같이 구매한 것으로 나타
났다.
  ③ 신용카드 회사에서는 고객 이탈을 우려하여, 관
리자에게 이탈 가능성이 높은 고객을 찾을 수 
있는 모델을 제시해 준다.
  ④ 은행 카드 사용자로부터 유사 그룹들을 찾는다거
나, 하나의 데이터베이스를 고객의 인구통계학적 
정보와 개인 투자 유형을 기반으로 나누었다.",2026,72,18,"[2015, 2017, 2019, 2020, 2021, 2026]","[{""year"": 2026, ""num"": 72}, {""year"": 2026, ""num"": 65}, {""year"": 2021, ""num"": 75}, {""year"": 2020, ""num"": 66}, {""year"": 2019, ""num"": 70}, {""year"": 2017, ""num"": 71}, {""year"": 2017, ""num"": 67}, {""year"": 2017, ""num"": 65}, {""year"": 2015, ""num"": 63}, {""year"": 2015, ""num"": 61}]"
32,DB,official,5-d. AI학습데이터 구축,5. 빅데이터 및 AI데티어,0,AI 모델 학습용 대용량 원시 데이터 가공 및 품질 점검 준칙,NIA 인공지능 학습데이터 가이드 상의 품질 요건 및 어노테이션 유형 구별이 신규 빈출 주제입니다.,빅데이터 및 AI데이터 -> AI 학습데이터,,,,19,[],[]
33,DB,official,[기타],기타,51,기출문제 중 가이드라인 세부 중단원에 포함되지 않는 복합/기타 문항들입니다.,기타 분류 문제를 검토하여 변형 기출을 대비하세요.,기타 영역,"75. 다음과 같은 ER 스키마를 관계 모델의 릴레이션
으로 사상할 때 가장 적절한 것은?
E1E2
PK1
A1
K
A2
  ① 
E1
E2
PK1
A1
K
A2
  ② 
E1
E2
PK1
A1
PK1
K
A2
  ③ 
E1
R
E2
PK1
A1
PK1
K
K
A2
  ④ 
- 17 -
시스템 구조",2026,75,20,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026]","[{""year"": 2026, ""num"": 75}, {""year"": 2026, ""num"": 71}, {""year"": 2026, ""num"": 54}, {""year"": 2025, ""num"": 74}, {""year"": 2025, ""num"": 71}, {""year"": 2025, ""num"": 69}, {""year"": 2025, ""num"": 68}, {""year"": 2025, ""num"": 64}, {""year"": 2025, ""num"": 63}, {""year"": 2025, ""num"": 55}, {""year"": 2024, ""num"": 75}, {""year"": 2024, ""num"": 73}, {""year"": 2024, ""num"": 71}, {""year"": 2024, ""num"": 64}, {""year"": 2024, ""num"": 62}, {""year"": 2023, ""num"": 75}, {""year"": 2023, ""num"": 56}, {""year"": 2023, ""num"": 54}, {""year"": 2023, ""num"": 52}, {""year"": 2023, ""num"": 51}, {""year"": 2022, ""num"": 73}, {""year"": 2022, ""num"": 70}, {""year"": 2022, ""num"": 69}, {""year"": 2022, ""num"": 67}, {""year"": 2022, ""num"": 62}, {""year"": 2021, ""num"": 73}, {""year"": 2021, ""num"": 69}, {""year"": 2021, ""num"": 68}, {""year"": 2021, ""num"": 66}, {""year"": 2021, ""num"": 58}, {""year"": 2021, ""num"": 52}, {""year"": 2021, ""num"": 51}, {""year"": 2020, ""num"": 69}, {""year"": 2020, ""num"": 68}, {""year"": 2020, ""num"": 54}, {""year"": 2019, ""num"": 73}, {""year"": 2019, ""num"": 72}, {""year"": 2019, ""num"": 67}, {""year"": 2019, ""num"": 63}, {""year"": 2019, ""num"": 61}, {""year"": 2019, ""num"": 56}, {""year"": 2019, ""num"": 54}, {""year"": 2018, ""num"": 72}, {""year"": 2018, ""num"": 61}, {""year"": 2018, ""num"": 55}, {""year"": 2017, ""num"": 75}, {""year"": 2017, ""num"": 74}, {""year"": 2017, ""num"": 52}, {""year"": 2016, ""num"": 73}, {""year"": 2016, ""num"": 65}, {""year"": 2015, ""num"": 62}]"
34,PM,frequent,정보시스템 감리기준 & 감리 수행 규격,감리 법제도/기술,58,"감리수행 계획, 영역(대비/유형별), 감리원의 자격 조건 및 윤리 기준","감리 수행 시 적용되는 상시/정기 감리 절차, 감리 계획서 제출 기한(계약 후 15일 이내 등), 의견 진술서 처리 절차 및 감리원 배치 기준이 핵심 출제 범위입니다.",감리 법제도/기술 -> 정보시스템 감리기준,"7. 다음 중 「정보시스템 감리 수행가이드(한국지능정보
사회진흥원)」에서 정한 종료단계 감리의 감리원 활
동으로 가장 적절하지 않은 것은?
  ① 사업자의 과업 대비표 실증 점검
  ② 전수조사 및 표본추출 대상 선정
  ③ 검사항목별 완료여부 확인 및 적부판정
  ④ 점검항목별 설계산출물의 충실도 점검",2026,7,,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026]","[{""year"": 2026, ""num"": 7}, {""year"": 2026, ""num"": 6}, {""year"": 2026, ""num"": 5}, {""year"": 2025, ""num"": 19}, {""year"": 2025, ""num"": 18}, {""year"": 2025, ""num"": 15}, {""year"": 2025, ""num"": 13}, {""year"": 2024, ""num"": 14}, {""year"": 2024, ""num"": 13}, {""year"": 2024, ""num"": 8}, {""year"": 2024, ""num"": 7}, {""year"": 2024, ""num"": 3}, {""year"": 2023, ""num"": 20}, {""year"": 2023, ""num"": 19}, {""year"": 2023, ""num"": 14}, {""year"": 2022, ""num"": 25}, {""year"": 2022, ""num"": 23}, {""year"": 2022, ""num"": 22}, {""year"": 2022, ""num"": 21}, {""year"": 2022, ""num"": 17}, {""year"": 2022, ""num"": 16}, {""year"": 2022, ""num"": 13}, {""year"": 2022, ""num"": 12}, {""year"": 2022, ""num"": 11}, {""year"": 2021, ""num"": 25}, {""year"": 2021, ""num"": 24}, {""year"": 2021, ""num"": 18}, {""year"": 2021, ""num"": 17}, {""year"": 2021, ""num"": 14}, {""year"": 2021, ""num"": 13}, {""year"": 2020, ""num"": 12}, {""year"": 2020, ""num"": 8}, {""year"": 2020, ""num"": 2}, {""year"": 2020, ""num"": 1}, {""year"": 2019, ""num"": 19}, {""year"": 2019, ""num"": 16}, {""year"": 2019, ""num"": 15}, {""year"": 2018, ""num"": 25}, {""year"": 2018, ""num"": 24}, {""year"": 2018, ""num"": 23}, {""year"": 2018, ""num"": 22}, {""year"": 2018, ""num"": 21}, {""year"": 2018, ""num"": 18}, {""year"": 2018, ""num"": 17}, {""year"": 2017, ""num"": 22}, {""year"": 2017, ""num"": 16}, {""year"": 2017, ""num"": 14}, {""year"": 2016, ""num"": 21}, {""year"": 2016, ""num"": 19}, {""year"": 2016, ""num"": 18}, {""year"": 2016, ""num"": 16}, {""year"": 2016, ""num"": 15}, {""year"": 2016, ""num"": 14}, {""year"": 2016, ""num"": 13}, {""year"": 2016, ""num"": 12}, {""year"": 2015, ""num"": 23}, {""year"": 2015, ""num"": 14}, {""year"": 2015, ""num"": 13}]"
35,PM,frequent,전자정부법 및 의무감리 제도,감리 법제도/기술,39,행정기관 등의 정보화 추진 및 국가 의무감리 대상 사업 기준 규격,"전자정부사업 중 감리를 의무적으로 받아야 하는 대상 기준(사업비 5억 원 이상인 소프트웨어 개발 사업, 2억 원 이상 데이터베이스 구축 등)의 상세 조건을 묻습니다.",감리 법제도/기술 -> 전자정부법 및 감리제도,"6. 다음 중 「정보시스템 감리기준(행정안전부 고시)」에 
제시된 감리 실시 시기 및 인력 배치에 대한 내용
으로 가장 적절하지 않은 것은?
  ① 2단계 감리를 하는 경우, 발주자가 요구사항
정의서의 과업내용 반영여부 등을 직접 점검
하여야 한다.
  ② 상주감리를 추가로 하는 경우, 요구정의단계 
감리는 생략하고, 상주감리원은 요구사항정의서의 
과업내용 반영여부 등을 직접 점검하여야 한다.
  ③ 전체 감리인력의 50퍼센트 범위 내에서 인공지능, 
클라우드, 빅데이터, 모바일, 정보보호, 법률 및 
회계 등 다른 분야의 전문가를 배치할 수 있다.
  ④ 상주감리원은 감리대상 사업비 20억원 이상의 
감리에 참여한 경력이 3회 이상인 수석감리원을 
배치할 수 있다.",2026,6,,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026]","[{""year"": 2026, ""num"": 6}, {""year"": 2025, ""num"": 18}, {""year"": 2025, ""num"": 15}, {""year"": 2025, ""num"": 1}, {""year"": 2024, ""num"": 8}, {""year"": 2024, ""num"": 7}, {""year"": 2023, ""num"": 20}, {""year"": 2023, ""num"": 18}, {""year"": 2023, ""num"": 14}, {""year"": 2022, ""num"": 25}, {""year"": 2022, ""num"": 23}, {""year"": 2022, ""num"": 22}, {""year"": 2022, ""num"": 16}, {""year"": 2022, ""num"": 13}, {""year"": 2021, ""num"": 24}, {""year"": 2021, ""num"": 19}, {""year"": 2021, ""num"": 18}, {""year"": 2021, ""num"": 17}, {""year"": 2021, ""num"": 15}, {""year"": 2021, ""num"": 14}, {""year"": 2020, ""num"": 12}, {""year"": 2020, ""num"": 10}, {""year"": 2020, ""num"": 9}, {""year"": 2020, ""num"": 1}, {""year"": 2019, ""num"": 19}, {""year"": 2019, ""num"": 16}, {""year"": 2019, ""num"": 15}, {""year"": 2019, ""num"": 14}, {""year"": 2018, ""num"": 25}, {""year"": 2018, ""num"": 18}, {""year"": 2018, ""num"": 17}, {""year"": 2017, ""num"": 22}, {""year"": 2017, ""num"": 18}, {""year"": 2017, ""num"": 14}, {""year"": 2016, ""num"": 21}, {""year"": 2016, ""num"": 18}, {""year"": 2016, ""num"": 14}, {""year"": 2016, ""num"": 11}, {""year"": 2015, ""num"": 13}]"
36,PM,frequent,소프트웨어사업 대가산정 가이드,법/제도/지침,14,"SW 개발비, 유지관리비, 재개발비 산정을 위한 정밀 표준 모델","기능점수(FP) 기반 대가 산정 방식의 절차, 보정계수(규모, 애플리케이션 복잡도 등)의 반영법 및 투입공수(Man-Month) 방식 적용 시의 노임단가 적용 기준이 기출됩니다.",법/제도/지침 -> SW 대가산정,"9. 다음 중 「SW사업 대가산정 가이드(한국소프트웨어
산업협회, 2025년 개정판)」에 따른 인공지능(AI) 
도입 사업비(사업 유형이 커스터마이징형일 경우) 
비용항목으로 가장 적절한 것은?
  ① 서비스 이용료 
  ② 서비스 이용료, 커스터마이징 작업비용 
  ③ 서비스 이용료, 구축·개발 비용
  ④ 서비스 이용료, 커스터마이징 작업비용, 
구축·개발 비용",2026,9,,"[2015, 2016, 2017, 2019, 2021, 2022, 2023, 2024, 2025, 2026]","[{""year"": 2026, ""num"": 9}, {""year"": 2025, ""num"": 18}, {""year"": 2025, ""num"": 13}, {""year"": 2025, ""num"": 9}, {""year"": 2024, ""num"": 2}, {""year"": 2023, ""num"": 16}, {""year"": 2022, ""num"": 24}, {""year"": 2022, ""num"": 14}, {""year"": 2021, ""num"": 20}, {""year"": 2019, ""num"": 24}, {""year"": 2019, ""num"": 21}, {""year"": 2017, ""num"": 23}, {""year"": 2016, ""num"": 23}, {""year"": 2015, ""num"": 24}]"
37,PM,frequent,PMBOK 프로젝트 관리 10대 지식 영역,프로젝트 관리,14,프로젝트 시작부터 종료까지 5대 프로세스 그룹(기획/실행/통제 등)과 10대 지식 체계 구성,"프로젝트 헌장(Charter) 작성 승인 주체, 프로젝트 관리 계획서 구성 요소, 그리고 이해관계자 식별 및 기성고 분석과의 통합 관점 연계가 출제됩니다.",프로젝트 관리 -> PMBOK 가이드,"19. 프로젝트관리자는 프로젝트 의사소통의 복잡성에 
대한 지침으로서, 가능한 의사소통 채널 또는 
경로의 수를 고려해야 한다. 어떤 프로젝트에서 
이해관계자의 수가 10명일 경우에 가능한 의사소통
채널의 총 수는 몇 개인가?
  ① 10개
② 45개
  ③ 50개
④ 90개",2024,19,,"[2015, 2016, 2017, 2018, 2020, 2021, 2022, 2023, 2024]","[{""year"": 2024, ""num"": 19}, {""year"": 2023, ""num"": 8}, {""year"": 2022, ""num"": 3}, {""year"": 2021, ""num"": 3}, {""year"": 2020, ""num"": 22}, {""year"": 2020, ""num"": 20}, {""year"": 2020, ""num"": 17}, {""year"": 2018, ""num"": 11}, {""year"": 2018, ""num"": 3}, {""year"": 2018, ""num"": 1}, {""year"": 2017, ""num"": 3}, {""year"": 2016, ""num"": 22}, {""year"": 2015, ""num"": 12}, {""year"": 2015, ""num"": 3}]"
38,PM,frequent,EVM 획득가치 및 기성고 관리 (CPI/SPI/EAC),프로젝트 관리,13,현재 시점까지의 비용 및 일정 성과를 계량화하여 미래 프로젝트 최종 비용을 예측하는 정량적 통제 기법,"PV(계획가치), EV(획득가치), AC(실제원가)를 기준으로 일정차이(SV), 비용차이(CV), 비용수행지수(CPI), 일정수행지수(SPI) 및 완공시점예측(EAC)을 산출하는 연산이 단골 출제됩니다.",프로젝트 관리 -> 원가/일정 관리,"12. 다음 중 현재의 ‘원가성과지수(CPI)가 앞으로도 
계속 적용될 것으로 예상될 때’ 완료시점산정치
(EAC)를 계산하는 방법으로 가장 적절한 것은?
[BAC : 완료시점예산, EV : 획득가치, AC : 실제
원가, CPI : 원가성과지수, SPI :일정성과지수, 
ETC : 잔여분산정치]
  ① EAC = AC + [(BAC - EV)/(CPI x SPI)]
  ② EAC = AC + (BAC - EV)
  ③ EAC = BAC/CPI
  ④ EAC = AC + Bottom-up ETC",2026,12,,"[2015, 2016, 2018, 2019, 2020, 2021, 2022, 2023, 2026]","[{""year"": 2026, ""num"": 12}, {""year"": 2023, ""num"": 6}, {""year"": 2023, ""num"": 1}, {""year"": 2022, ""num"": 4}, {""year"": 2021, ""num"": 7}, {""year"": 2020, ""num"": 19}, {""year"": 2020, ""num"": 13}, {""year"": 2019, ""num"": 3}, {""year"": 2018, ""num"": 9}, {""year"": 2018, ""num"": 2}, {""year"": 2016, ""num"": 5}, {""year"": 2016, ""num"": 1}, {""year"": 2015, ""num"": 2}]"
39,PM,frequent,공공데이터 및 데이터베이스 표준화 지침,법/제도/지침,12,"공공기관이 수집/보유하는 데이터의 개방, 연동 표준화 및 품질 관리 준칙","공공데이터 개방 제외 사유(개인정보 등), 데이터베이스 표준화 적용 영역(메타데이터, 데이터 도메인, 표준 코드 등)의 기술 가이드 준수 여부를 다룹니다.",법/제도/지침 -> 공공데이터 법령/지침,"4. 다음 중 「공공기관의 데이터베이스 표준화 지침
(행정안전부 고시)」에 따라 정보시스템 감리 시 
점검하여야 할 공공데이터베이스 표준화 업무로 
가장 적절하지 않은 것은? 
  ① 데이터 값 검증 방안
  ② 공통표준용어의 제ㆍ개정 관리 방안
  ③ 메타데이터 등록 및 현행화 방안
  ④ 공공데이터베이스 표준화 체계 정비ㆍ개선 및 
관리방안
- 2 -",2026,4,,"[2015, 2016, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026]","[{""year"": 2026, ""num"": 4}, {""year"": 2025, ""num"": 8}, {""year"": 2024, ""num"": 3}, {""year"": 2023, ""num"": 22}, {""year"": 2022, ""num"": 21}, {""year"": 2021, ""num"": 21}, {""year"": 2020, ""num"": 7}, {""year"": 2019, ""num"": 25}, {""year"": 2018, ""num"": 14}, {""year"": 2016, ""num"": 22}, {""year"": 2015, ""num"": 21}, {""year"": 2015, ""num"": 20}]"
40,PM,frequent,CPM 일정 관리 및 주공정(Critical Path) 분석,프로젝트 관리,11,일정 지연을 방지하기 위한 최장 경로 분석 및 여유시간 연산 기법,"네트워크 다이어그램 상에서 가장 긴 경로(주공정)를 식별하고, 각 액티비티의 총 여유(Total Float) 및 자유 여유(Free Float)를 역방향/순방향 계산법으로 도출하는 문제가 매년 출제됩니다.",프로젝트 관리 -> 일정 관리,"22. 다음그림에서활동D의자유여유(Free Float)는
얼마인가?
①0일
②1일
③2일
④3일",2025,22,,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2025]","[{""year"": 2025, ""num"": 22}, {""year"": 2022, ""num"": 9}, {""year"": 2021, ""num"": 1}, {""year"": 2020, ""num"": 25}, {""year"": 2020, ""num"": 24}, {""year"": 2019, ""num"": 8}, {""year"": 2018, ""num"": 13}, {""year"": 2018, ""num"": 2}, {""year"": 2017, ""num"": 25}, {""year"": 2016, ""num"": 6}, {""year"": 2015, ""num"": 22}]"
41,PM,frequent,행정기관 및 공공기관 정보시스템 구축운영 지침,법/제도/지침,9,공공 부문 정보시스템 구축 시 준수해야 하는 기술적/관리적 아키텍처 및 보안 표준,"하드웨어/소프트웨어 기술성 평가 비중 기본값(90:10 등), 기술적용계획표 작성 의무화 및 소프트웨어 분리발주 대상(사업비 3억 이상 등) 예외 사유를 질문합니다.",법/제도/지침 -> 구축운영 지침,"25. 「행정기관 및 공공기관 정보시스템 구축·운영 
지침(2022.4)」에 관한 설명으로 가장 거리가 먼 
것은?
  ① 행정기관 등의 장은 전자적 대민서비스를 구축
할 때, 사용자가 별도의 소프트웨어 설치 없이 
웹 브라우저만으로 서비스를 이용할 수 있도록 
웹 표준기술을 사용하여 구축하여야 한다.
  ② 행정기관 등의 장은 전자적으로 처리할 수 있는 
개인정보파일 및 개인정보처리시스템을 신규 구
축·운용 또는 변경하려고 하는 경우, 개인정보 
영향평가를 정보시스템 분석완료 전에 수행하여
야 한다.
  ③ 하드웨어 및 소프트웨어 구입비를 산출할 때, 조
달품목이 아니고 최근 도입가격 또는 유사한 거
래 실례가격도 없는 경우 3개 이상의 공급업체로
부터 직접 받은 견적가격을 기준으로 적정가격을 
산출한다.
  ④ 총사업비관리대상 사업 중 정보화사업의 총사업
비는 예비타당성조사, ISMP, 구축단계(분석, 설
계, 개발) 중 분석, 설계 단계가 완료될 때마다 
기획재정부와 변경여부를 협의하여야 한다.
- 5 -
소프트웨어 공학",2023,25,,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2023]","[{""year"": 2023, ""num"": 25}, {""year"": 2021, ""num"": 23}, {""year"": 2021, ""num"": 22}, {""year"": 2020, ""num"": 6}, {""year"": 2019, ""num"": 20}, {""year"": 2018, ""num"": 22}, {""year"": 2017, ""num"": 17}, {""year"": 2016, ""num"": 21}, {""year"": 2015, ""num"": 16}]"
42,PM,frequent,소프트웨어사업 계약 및 관리감독 지침,법/제도/지침,8,과업내용의 확정 및 적정성 심의를 담당하는 과업심의위원회 규정 및 과업 변경 관리,"과업 변경 및 조정을 위한 적정성 심의 신청 기한(14일 이내 등), 과업심의위원회 구성 요건 및 의결 정족수 등 수치 위주의 세부 규정이 매년 출제됩니다.",법/제도/지침 -> 계약 및 관리감독 지침,"7. 상용소프트웨어를서비스형태로제공받아이용하는
계약을추진하는경우「소프트웨어사업계약및관리
감독에관한지침(2023.05.15.)」에따라제외할수
있는것은다음중몇개인가?
가. 소프트웨어사업영향평가
나. 요구사항상세화
다. 적정사업기간산정
라. 과업심의위원회설치·운영
①1개
②2개
③3개
④4개",2025,7,,"[2017, 2021, 2022, 2023, 2024, 2025]","[{""year"": 2025, ""num"": 7}, {""year"": 2025, ""num"": 6}, {""year"": 2024, ""num"": 5}, {""year"": 2023, ""num"": 23}, {""year"": 2023, ""num"": 17}, {""year"": 2022, ""num"": 20}, {""year"": 2021, ""num"": 20}, {""year"": 2017, ""num"": 21}]"
43,PM,frequent,용역계약 일반조건 및 지체상금,법/제도/지침,8,용역 수행 중의 대가 조정 기준 및 납기 지연에 따른 지체상금 부과 규칙,"지체상금율 계산 공식 및 지연 일수 산정 기준(검수 기간 제외 등), 물가변동이나 설계변경에 따른 계약금액 조정 요건과 절차를 평가합니다.",법/제도/지침 -> 계약 예규,"3. 「(계약예규) 용역계약일반조건(2024.12.24.)」에따른
설명으로가장적절하지않은것은?
①발주기관이작업장소등에관한비용을사업예산
또는
예정가격에
계상하지
아니한
경우에는
발주기관이작업장소등을제공한다.
②과업내용변경에따른계약금액의조정액이당초
계약금액의100분의10이상으로추정될경우에는
위원회를설치하여과업변경심의를하여야한다.
③용역을완성한후인수가완료된때에인력의
투입도종료된다.
④해당계약에따른계약목적물에대한지식재산권
은발주기관과계약상대자가공동으로소유하며,
별도의정함이없는한지분은균등한것으로
한다.",2025,3,,"[2017, 2018, 2020, 2021, 2024, 2025]","[{""year"": 2025, ""num"": 3}, {""year"": 2024, ""num"": 5}, {""year"": 2024, ""num"": 2}, {""year"": 2021, ""num"": 20}, {""year"": 2020, ""num"": 4}, {""year"": 2018, ""num"": 16}, {""year"": 2017, ""num"": 21}, {""year"": 2017, ""num"": 5}]"
44,PM,frequent,동기부여 이론 (매슬로우/허즈버그/맥그리거 등),조직 관리론,8,조직원의 생산성을 극대화하기 위한 인적자원 관리 및 동기 요인 분석,"매슬로우의 5대 욕구 계층설, 허즈버그의 2요인 이론(동기요인과 위생요인의 격리), 맥그리거의 X-Y이론, 아담스의 공정성 이론 등의 개념 비교가 주를 이룹니다.",조직 관리론 -> 인적 자원 관리,"17. 다음 중 프로젝트 인적자원관리에서 ‘프로젝트 팀 
개발(develop project team)’과 관련된 활동에 대한 
설명으로 가장 적절하지 않은 것은?
  ① 프로젝트 팀 개발은 프로젝트 성과를 향상하기 
위해 팀원의 역량 향상, 팀원 간 협력체계 등을 
구축하는 활동이다.
  ② 프로젝트 팀이 높은 성과를 창출하는 강력한 조직
으로 변신하기 위해서 도전적 목표와 기회를 부
여한다.
  ③ 프로젝트에서 경험이나 스킬(skill)이 많은 사람
과 적은 사람을 의도적으로 짝을 지워주는 것을 
스토밍(storming)이라고 한다.
  ④ 프로젝트 관리자는 프로젝트 팀을 구성한 이후 
중간 이탈방지를 위한 팀원 유지활동을 수행
한다.",2026,17,,"[2017, 2018, 2020, 2021, 2023, 2026]","[{""year"": 2026, ""num"": 17}, {""year"": 2023, ""num"": 12}, {""year"": 2021, ""num"": 6}, {""year"": 2020, ""num"": 21}, {""year"": 2018, ""num"": 12}, {""year"": 2018, ""num"": 5}, {""year"": 2018, ""num"": 4}, {""year"": 2017, ""num"": 7}]"
45,PM,frequent,의사소통 관리 및 소통 채널 계산,조직 관리론,8,프로젝트 이해관계자 간 효과적인 정보 공유 및 의사소통 통로 설계,이해관계자가 N명일 때 의사소통 채널 수의 계산 공식 [N * (N - 1) / 2]을 활용한 응용 계산 문제와 보고 관계 정의가 자주 출제됩니다.,조직 관리론 -> 의사소통 관리,"19. 의사소통 당사자의 수가 5명에서 7명으로 2명이 
더 늘었다면 의사소통 채널 수는 현재보다 얼마나 
증가하는가?
  ① 2개 
② 4개
  ③ 11개
④ 15개",2026,19,,"[2015, 2017, 2021, 2022, 2024, 2025, 2026]","[{""year"": 2026, ""num"": 19}, {""year"": 2025, ""num"": 25}, {""year"": 2025, ""num"": 20}, {""year"": 2024, ""num"": 19}, {""year"": 2022, ""num"": 1}, {""year"": 2021, ""num"": 10}, {""year"": 2017, ""num"": 7}, {""year"": 2015, ""num"": 11}]"
46,PM,frequent,조직 구조론 (매트릭스/기능/프로젝트 조직),조직 관리론,7,프로젝트 수행을 위한 임시/영구 조직 구조 설계 및 장단점 비교,"기능형, 매트릭스형(강한/약한/균형), 프로젝트 전담형 조직의 자원 배정 효율성, 프로젝트 관리자의 권한 크기 및 의사소통 경로 복잡도를 주로 비교합니다.",조직 관리론 -> 조직 구조,"6. 프로젝트 조직에 관한 다음 설명 중 옳은 것을 모
두 고른 것은?
가. 중간(균형) 매트릭스 조직(balanced matrix 
organization) 구조에서 프로젝트 관리자는 기능
관리자 아래에 있어 예산 사용에 제약을 받는다.
나. 강한 매트릭스 조직(strong matrix organization)
은 전임 프로젝트 관리자와 프로젝트 행정업
무를 전담하는 직원을 가질 수 있다.
다. 약한 매트릭스 조직(weak matrix organization) 
구조에서는 직원들이 프로젝트업무를 조정하
는 역할을 수행한다.
라. 기능 조직(functional organization)은 기존 
프로젝트의 소규모 변경이나 중요하지 않은 소
규모 프로젝트 수행에 적합한 구조이다.
  ① 가, 나, 다
② 가, 다, 라
  ③ 나, 다, 라
④ 가, 나, 다, 라",2022,6,,"[2015, 2016, 2019, 2020, 2021, 2022]","[{""year"": 2022, ""num"": 6}, {""year"": 2021, ""num"": 5}, {""year"": 2020, ""num"": 14}, {""year"": 2019, ""num"": 12}, {""year"": 2016, ""num"": 10}, {""year"": 2015, ""num"": 9}, {""year"": 2015, ""num"": 1}]"
