id,year,subject,question_num,question,options,answer,explanation,is_new_trend,similar_past_questions
2015_108,2015,SC,108,"108. 포렌식을 통해 획득한 증거는 법적인 효력을 
가져야할 필요가 있다. 포렌식의 기본원칙에 
대한 설명 중 가장 거리가 먼 것은?","[""재현의 원칙 : 증거를 복구하는 과정에서 똑같은 \n환경에서 같은 결과가 나오도록 재현할 수 있어야 함."", ""신속성의 원칙 : 시스템 안의 디스크 또는 메모리 \n정보가 휘발되기 전에 빠르게 획득하여야 함."", ""정당성의 원칙 : 모든 증거는 적법한 절차를 \n거쳐서 획득하여야 함."", ""무결성의 원칙 : 증거의 이송/분석/보관/법정 제출\n이라는 일련의 과정에 대한 추적이 가능해야 함.""]",[4],,1,[]
2015_109,2015,SC,109,"109. “소프트웨어 개발 보안 가이드(2013.11)”에서 
제시한 안전한 코딩 기법 중, 프로그램 입력값에 
대한 검증 누락 또는 부적절한 검증, 데이터의 
잘못된 형식지정으로 인해 발생할 수 있는 공격을 
예방하기 위한 기법과 가장 거리가 먼 것은?","[""외부의 입력을 자원(파일, 소켓 등) 식별자로 \n사용하는 경우, 적절한 검증을 거치도록 한다."", ""쿠키의 만료시간은 세션이 지속되는 시간과 관련\n하여 최소한으로 설정하고 영속적인 쿠키에는 사용자 \n권한 등급, 세션 ID가 포함되지 않도록 한다."", ""HTML 태그를 허용하는 게시판에서는 지원가능한 \n태그리스트를 선정한 후 해당 태그만 허용한다."", ""사용자 입력값을 자동 연결할 사이트 주소로 사용\n하는 경우에는 입력된 값이 화이트 리스트에 \n존재하는지 확인하도록 한다.""]",[2],,1,[]
2015_11,2015,PM,11,"11. 프로젝트 수행 특징상 방대한 정보 또는 수많은 
수신자간에 정보 공유가 필요하다. 이때 의사소
통방법 중 가장 적절한 것은?","[""유인식 의사소통"", ""전달식 의사소통"", ""대화식 의사소통"", ""통보식 의사소통""]",[1],,1,[]
2015_110,2015,SC,110,110. 위험분석 방법 중 정성적 분석방법이 아닌 것은?,"[""델파이법"", ""시나리오법"", ""확률분포법"", ""순위결정법""]",[3],,1,[]
2015_111,2015,SC,111,"111. 스마트폰 애플리케이션과 관련하여 악성 애플리
케이션이 유통되지 않도록 마켓에서 판매되는 
애플리케이션에 대한 보안성 검증을 강화하면서 
애플리케이션 개발자의 신원 확인/인증을 강화
하기 위해 사용된 기술은?","[""repackaging"", ""decompile"", ""code signing"", ""mobile trusted module""]",[3],,1,[]
2015_112,2015,SC,112,"112. 다음은 C 프로그램의 일부분이다. 진하게 표시
된 부분에는 어떤 보안 약점이 존재하는가? 
int main()
{
 char<sup>* </sup>rPort = getenv(“rPort”);
 struct sockaddr_in serv_addr;
 int sockfd = 0;
 ...
 serv_addr.sin_port = htons(atoi(rPort));
 if (connect(sockfd, &serv_addr, sizeof(serv_addr)) < 0) {
 exit(1);
 }
return 0;
}","[""부적절한 인가"", ""포맷 스트링 삽입"", ""경로 조작 및 자원 삽입"", ""시스템 데이터 정보 노출""]",[3],,1,[]
2015_113,2015,SC,113,"113. 모바일 단말기를 통해 외부에서 업무를 처리하
는 모바일 오피스 환경에서 BYOD(Bring Your Own 
Device) 서비스 제공을 위한 보안 강화 기술과 
가장 관련된 것은? (2개 선택)","[""NAC(Network Access Control)"", ""proof carrying code"", ""MDM(Mobile Device Management)"", ""SecureMSM(Mobile Station Modem)\n- 25 -""]","[1,3]","### [정답 및 해설]
- **정답**: 1, 3번
- **답인 이유**:
모바일 오피스 환경에서 BYOD(Bring Your Own Device) 서비스 제공 시 보안을 강화하기 위한 기술은 개인 소유의 단말기가 기업 네트워크에 접속하고 기업 데이터를 처리하는 과정에서 발생할 수 있는 다양한 보안 위협에 대응하는 데 초점을 맞춥니다.

1.  **NAC(Network Access Control)**:
    *   **답인 이유**: NAC는 네트워크에 접속하려는 단말기의 보안 상태를 검사하고, 기업의 보안 정책을 준수하는 경우에만 네트워크 접근을 허용하거나 제한된 접근을 제공하는 기술입니다. BYOD 환경에서는 직원들의 개인 단말기가 기업 네트워크에 접속하므로, 이 단말기들이 최신 보안 패치를 적용했는지, 백신이 설치되어 있는지, 비정상적인 상태는 아닌지 등을 검사하여 안전한 단말기만 네트워크에 접근하도록 통제하는 것이 매우 중요합니다. 이는 BYOD 환경의 네트워크 접근 보안을 강화하는 핵심 기술입니다.

2.  **MDM(Mobile Device Management)**:
    *   **답인 이유**: MDM은 기업이 모바일 단말기를 원격으로 관리하고 보안 정책을 적용할 수 있도록 하는 솔루션입니다. BYOD 환경에서는 직원 개인의 단말기에 기업의 업무 애플리케이션과 데이터가 저장될 수 있으므로, MDM을 통해 단말기의 분실/도난 시 원격 잠금 및 데이터 삭제, 비밀번호 정책 강제, 애플리케이션 설치 제한, 데이터 암호화 등의 보안 기능을 적용하여 기업 데이터를 보호하고 단말기 자체의 보안을 강화할 수 있습니다. 이는 BYOD 환경에서 단말기 및 데이터 보안을 강화하는 가장 대표적인 기술입니다.

- **오답인 이유**:

1.  **proof carrying code**:
    *   Proof Carrying Code(PCC)는 프로그램이 특정 안전 속성을 만족한다는 것을 증명하는 코드를 함께 제공하여, 수신자가 이 증명을 검증함으로써 코드의 안전성을 확인할 수 있도록 하는 기술입니다. 주로 소프트웨어의 신뢰성 및 안전성 검증에 사용되며, BYOD 환경에서 단말기 관리나 네트워크 접근 제어와 같은 전반적인 보안 강화와는 직접적인 관련성이 낮습니다.

2.  **SecureMSM(Mobile Station Modem)**:
    *   MSM(Mobile Station Modem)은 휴대폰의 베이스밴드 프로세서를 의미하며, SecureMSM은 이 모뎀 칩 자체에 보안 기능을 강화한 것을 의미합니다. 이는 모바일 단말기의 하드웨어 및 펌웨어 수준에서의 보안을 강화하는 기술이지만, BYOD 환경에서 기업이 외부 단말기를 관리하고 통제하며 네트워크 접근을 제어하는 서비스 제공 관점의 보안 강화 기술과는 거리가 있습니다. 기업이 직접 SecureMSM을 배포하거나 관리하는 것은 아니며, 이는 단말기 제조사 수준의 보안 기능입니다.",1,[]
2015_114,2015,SC,114,"114. 스마트카드를 이용하여 동적 데이터 인증 과정을 
수행하기 위해 스마트카드 단말기에 배포되어야 
하는 것은?","[""인증기관(CA)의 공개키"", ""스마트카드의 개인키"", ""응용 프로그램 데이터와 스마트카드 공개키에 \n대해 발행자의 개인키를 이용하여 서명한 값"", ""발행자의 공개키에 대해 인증기관(CA)의 개인키를 \n이용하여 서명한 값""]",[1],"### [정답 및 해설]
- **정답**: 1번
- **답인 이유**:
스마트카드를 이용한 동적 데이터 인증(Dynamic Data Authentication, DDA) 과정은 스마트카드가 특정 거래 데이터에 대해 자신의 개인키로 서명하고, 단말기가 이 서명을 스마트카드의 공개키로 검증하는 방식으로 이루어집니다. 이 과정에서 단말기는 스마트카드의 공개키가 신뢰할 수 있는 것인지 확인해야 합니다. 이를 위해 공개키 기반 구조(PKI)가 활용되며, 스마트카드의 공개키는 인증기관(CA)에 의해 서명된 디지털 인증서 형태로 제공됩니다.

DDA 과정에서 스마트카드 단말기에 배포되어야 하는 핵심 정보는 다음과 같습니다.
1.  **스마트카드의 공개키 검증**: 스마트카드는 자신의 개인키로 서명한 동적 데이터를 단말기로 전송합니다. 단말기는 이 서명을 검증하기 위해 스마트카드의 공개키가 필요합니다.
2.  **인증서 체인**: 스마트카드의 공개키는 일반적으로 스마트카드 인증서(Card Certificate)에 포함되어 있으며, 이 인증서는 카드 발행자(Issuer)의 개인키로 서명됩니다. 카드 발행자의 공개키 또한 발행자 인증서(Issuer Certificate)에 포함되어 있으며, 이 인증서는 상위 인증기관(CA)의 개인키로 서명됩니다.
3.  **신뢰의 뿌리(Root of Trust)**: 단말기는 이 인증서 체인을 검증하여 스마트카드의 공개키가 유효하고 신뢰할 수 있음을 확인해야 합니다. 이 검증 과정의 최종 신뢰 지점은 최상위 인증기관(CA)의 공개키입니다. 단말기는 사전에 신뢰할 수 있는 CA의 공개키를 내장하고 있어야만, CA가 서명한 발행자 인증서를 검증하고, 이어서 발행자가 서명한 스마트카드 인증서를 검증하여 최종적으로 스마트카드의 공개키를 신뢰할 수 있게 됩니다.

따라서, 동적 데이터 인증 과정을 수행하기 위해 스마트카드 단말기에 사전에 배포되어야 하는 가장 근본적인 정보는 **인증기관(CA)의 공개키**입니다.

-   **보기 1: 인증기관(CA)의 공개키**
    *   **정답인 이유**: 스마트카드 단말기는 스마트카드가 제시하는 인증서 체인(예: 카드 발행자 인증서, 스마트카드 인증서)을 검증하여 스마트카드의 공개키를 신뢰해야 합니다. 이 인증서 체인의 최상위 신뢰 지점은 인증기관(CA)의 공개키입니다. 단말기는 사전에 CA의 공개키를 가지고 있어야만, CA가 서명한 하위 인증서들을 검증하고, 최종적으로 스마트카드의 공개키를 추출하여 동적 데이터 서명을 검증할 수 있습니다. 이는 PKI 기반 보안 시스템에서 신뢰의 뿌리(Root of Trust) 역할을 합니다.

-   **보기 2: 스마트카드의 개인키**
    *   **오답인 이유**: 스마트카드의 개인키는 스마트카드 내부에 안전하게 보관되며, 절대로 외부로 노출되거나 단말기에 배포되지 않습니다. 개인키는 서명 생성에만 사용되며, 서명 검증에는 공개키가 사용됩니다.

-   **보기 3: 응용 프로그램 데이터와 스마트카드 공개키에 대해 발행자의 개인키를 이용하여 서명한 값**
    *   **오답인 이유**: 이 설명은 스마트카드 인증서(Card Certificate)를 의미합니다. 이 인증서는 스마트카드 자체에 저장되어 있다가 단말기의 요청 시 단말기로 전송됩니다. 단말기에 사전에 '배포'되어야 하는 것이 아니라, 스마트카드로부터 '수신'하여 검증해야 하는 대상입니다. 단말기는 이 값을 검증하기 위해 CA의 공개키가 필요합니다.

-   **보기 4: 발행자의 공개키에 대해 인증기관(CA)의 개인키를 이용하여 서명한 값**
    *   **오답인 이유**: 이 설명은 발행자 인증서(Issuer Certificate)를 의미합니다. 이 인증서 또한 스마트카드로부터 인증서 체인의 일부로 전송될 수 있으며, 단말기에 사전에 '배포'되어야 하는 것이 아니라, CA의 공개키를 이용하여 '검증'해야 하는 대상입니다.",1,[]
2015_115,2015,SC,115,"115. 위장 공격(masquerade attack)을 통해 발생 가능한 
인증(authentication) 보안 위협을 방지하기 위한 
암호 기술과 가장 거리가 먼 것은?","[""공개키 암호"", ""일방향 해시 함수"", ""메시지 인증 코드"", ""디지털 서명""]",[2],,1,[]
2015_116,2015,SC,116,"116. 다음 보기의 설명을 통해 기업에서 설치해야하는 
정보보호 시스템을 올바르게 짝지은 것은?
IP주소 및 port 번호를 기반으로 외부에서 유입
되는 트래픽을 사전에 차단하기를 원하며, 기업
외부에서 내부망으로 접근하여 업무를 수행할 
경우 암호통신을 통한 통신내용 보호를 원한다.","[""침입차단시스템 - VPN"", ""웹방화벽 - 침입탐지시스템"", ""침입차단시스템 - 안티바이러스"", ""안티바이러스 - VPN""]",[1],,1,[]
2015_117,2015,SC,117,"117. 패킷의 헤더 뿐만 아니라 메시지 수준에서 모니
터링 및 차단이 가능하도록 하기를 원할 때 
활용할 수 있는 침입차단시스템 유형으로 가장 
적절한 것은?","[""어플리케이션 프록시"", ""패킷 필터링 라우터"", ""상태검사 패킷필터"", ""회로레벨 게이트웨이""]",[1],,1,[]
2015_118,2015,SC,118,"118. 개인정보보호인증(PIPL) 기준 중 인증 신청 기관이 
중소기업인 경우, 필수 적용되는 기준과 가장 
거리가 먼 것은?","[""개인정보보호 관리계획 수립을 통해 명확한 방침 \n및 방향 제시를 보증하여야 하며, 이에 대해 개인\n정보보호 책임자의 검토와 승인을 거쳐야 한다."", ""개인정보보호 활동을 수행하고 관리하는 구성원들에 \n대한 책임, 역할 및 권한을 정의하여야 한다."", ""개인정보처리자는 개인정보를 취급하는 업무(서비스)에 \n대하여 적합한 위험관리 계획을 수립하고, 위험관리 \n계획에 따라 보호대책을 수립하여야 한다."", ""식별된 개인정보 자산에 영향을 줄 수 있는 모든 \n위협과 취약성, 위험을 개인정보의 흐름에 따라 \n식별하고 분류하여야 하며, 이 개인정보 자산의 \n가치와 위험을 고려하여 잠재적 손실에 대한 \n영향을 식별·분석하여야 한다.""]",[4],,1,[]
2015_119,2015,SC,119,"119. 최근 최고경영층의 정보보호에 대한 역할과 
책임을 강조하는 정보보호 거버넌스의 중요성이 
인식되고 있다. 관련 국제표준인 ISO/IEC 27014
에서 명시하고 있는 정보보호 거버넌스의 원칙과 
가장 거리가 먼 것은?","[""현업부서를 포함하는 전사적 보안 구현"", ""효율적 보안운영을 위한 계획 수립"", ""긍정적 보안문화 형성"", ""정보보호 투자에 대한 방향 설정""]",[2],,1,[]
2015_12,2015,PM,12,"12. 프로젝트를 통합 관리하는 활동 중 프로젝트 성과 
모니터링은 프로젝트 활동을 지속적으로 모니터링 
하여 프로젝트 관리 계획서 및 프로젝트 기준을 
준수하는지를 확인하는 활동이다. 다음 중 프로젝트 
성과 모니터링 대상 중 가장 거리가 먼 것은?","[""범위기준선"", ""위험기준선"", ""원가기준선"", ""일정기준선\n- 3 -""]",[2],,1,[]
2015_120,2015,SC,120,"120. 2013년에 개정된 국제표준 ISO/IEC 27001에서 
ISMS 구현을 위해 요구하는 일곱 가지 사항과 
가장 거리가 먼 것은?","[""조직의 보안환경 분석"", ""최고경영층의 리더십"", ""컴플라이언스 관리"", ""위험관리 \n- 26 -""]",[3],,1,[]
2015_13,2015,PM,13,"13. “정보시스템 감리기준”에 관한 설명 중 가장 
거리가 먼 것은?","[""감리대상사업의 사업비가 20억원 미만이고 사업기간이 6개월 이상이면 3단계감리를 하여야 한다."", ""단계별 감리 외에 상주감리를 추가로 하는 경우 요구정의단계 감리는 생략하고, 상주감리원이 요구사항정의서의 과업내용 반영여부 등을 직접 점검하여야 한다."", ""감리인력은 전체 투입공수의 50% 이상을 해당 감리법인 소속의 상근 감리원으로 배치하여야 한다."", ""‘감리보고서’에는 ‘감리수행결과보고서’와 ‘시정조치확인보고서’가 있다.""]",[1],,1,[]
2015_14,2015,PM,14,"14. “정보시스템 감리 수행 가이드”에서 종료단계의 
과업이행 여부 판정 기준에 관한 설명 중 가장 
거리가 먼 것은?","[""‘적/부 판정’은 감리원이 직접 점검한 결과를 \n검사기준서의 판정기준과 비교하여 적합, 부\n적합을 판정한다."", ""현장감리 기간 내에 보완되지 않더라도 중대\n결함이 아닌 단순결함은 ‘적합’으로 판정한다."", ""‘완료여부’는 사업자가 제출한 과업이행 결과를 \n기초로 실제 완료여부를 확인하여 기록한다."", ""‘완료여부’가 ‘진행중’의 경우에는, 종료 \n단계이므로 발주기관의 요청이나 합의에 의하여 \n진행 중인 경우는 ‘점검제외’로 판정한다.""]",[2],,1,[]
2015_15,2015,PM,15,"15. “전자정부사업관리 위탁에 관한 규정”에 따라 
전자정부사업관리 업무를 위탁받아 수행하는 전자
정부사업관리자의 업무 중 가장 거리가 먼 것은?","[""현업부서 등의 의견수렴 및 이해관계 조정"", ""사업계획 수립 등 사업기획 지원"", ""쟁점 및 위험 등의 식별ㆍ분석ㆍ보고 및 대안제시"", ""하자보수 등 정보시스템 안정화 지원""]",[1],,1,[]
2015_16,2015,PM,16,"16. “행정기관 및 공공기관 정보시스템 구축·운영 
지침”의 내용 중 맞는 것을 모두 고른 것은?
가. 정보화사업 이행에 수년을 요하는 정보
시스템 유지보수계약에 있어서는 국가
계약법 및 같은 법 시행령, 지방계약법에 
의하여 장기계속계약을 체결할 수 있다.
나. 사업대가를 기능점수로 산정한 경우에는 
제안요청서에 투입인력의 수와 기간에 
의한 방식에 관한 요구사항을 명시할 
수 없다.
다. 계약기간내에 용역을 완성한 후 검사가 
완료된 때에는 인력의 투입도 종료된다.
라. 행정기관등의 장과 사업자는 단계별 감리
수행결과보고서에 따라 시정조치를 
수행하여야 한다.","[""가. 나"", ""가, 나, 라"", ""나, 다, 라"", ""가, 나, 다, 라""]",[4],,1,[]
2015_17,2015,PM,17,"17. “정보시스템 감리 수행 가이드”에 따른 ‘착수
/계획’ 감리시점의 ‘사업관리’ 감리영역 점
검항목으로 가장 거리가 먼 것은?","[""품질관리체계를 적정하게 수립하여 관리하고 \n있는지 여부"", ""일정관리체계를 적정하게 수립하여 관리하고 \n있는지 여부"", ""비용관리체계를 적정하게 수립하여 관리하고 \n있는지 여부"", ""범위관리체계를 적정하게 수립하여 관리하고 \n있는지 여부""]",[3],,1,[]
2015_18,2015,PM,18,"18. “전자정부서비스 호환성 준수지침”에서 모바일 
전자정부서비스 웹호환성 진단에 있어서 ‘동작 
호환성 확보 여부’를 진단하는 방법으로 가장 
적절한 것은?","[""W3C Markup Validator"", ""W3C CSS Validator"", ""크로스 브라우징 테스트"", ""플러그인 동작 테스트\n- 4 -""]",[3],,1,[]
2015_19,2015,PM,19,"19. “소프트웨어사업 관리감독에 관한 일반기준”
에서 제시된 사업규모(FP)에 따른 1인 생산성
(FP/MM)과 가장 거리가 먼 것은?","[""1,000 FP 이하,    19 FP/MM"", ""1,000 ~ 1,999 FP, 22 FP/MM"", ""2,000 ~ 2,999 FP, 24 FP/MM"", ""3,000 FP 이상,    26 FP/MM""]",[4],,1,[]
2015_2,2015,PM,2,"2. A기업의 CEO는 현재 진행하고 있는 프로젝트 예산에 
대해 많은 관심을 가지고 있다. 프로젝트 종료시 
얼마만큼의 예산이 초과 혹은 절감될 지를 알아
보려고 한다면 어느 지표를 이용하는 것이 가장 
빠르게 확인할 수 있는가?","[""VAC(Variance At Completion)"", ""SPI(Schedule Performance Index)"", ""ETC(Estimate To Completion)"", ""EAC(Estimate At Completion)""]",[1],,1,[]
2015_20,2015,PM,20,20. “행정정보 데이터베이스 표준화지침”에서 제시하고 있는 장애요인 중 복구목표시간이 가장 긴 것은?,"[""운영 실수"", ""해커 침입"", ""컴퓨터 바이러스의 피해"", ""저장장치 손상""]",[4],,1,[]
2015_21,2015,PM,21,"21. “공공데이터 관리지침”에서 제시하고 있는 텍스트 
유형 공공데이터에 대한 ‘기계 판독이 가능한 
데이터 형태(format)’의 권고사항과 가장 거리가 
먼 것은?","[""HWP 파일"", ""XML 파일"", ""PDF 파일"", ""RDF 파일""]",[3],,1,[]
2015_22,2015,PM,22,"22. 자원 평준화(resource leveling)와 일정 단축에 
관한 설명으로 가장 거리가 먼 것은?","[""주공정 경로에 포함된 활동에 제한된 자원을 \n우선적으로 배정한다."", ""자원 제약을 특별히 고려하여 일정계획을 수립\n하는 다른 방법으로 주공정연쇄법(critical \nchain method)가 있다."", ""활동의 연관관계를 조정하여 둘 이상의 활동을 \n병행함으로써 일정을 단축하는 방법을 공정중첩 \n단축법(fast tracking)이라 한다."", ""프로젝트 예산에 여유가 있는 경우 공정압축법\n(crashing)보다는 공정중첩 단축법을 먼저 시도\n하는 것이 바람직하다""]",[4],,1,[]
2015_23,2015,PM,23,"23. “정보시스템 감리원 윤리 가이드”에서 윤리 
강령의 준수에 지장을 초래할 수 있는 잠재적인 
위협 중 정보시스템 감리원 본인이 재무적 이해
관계가 있는 경우에 발생하는 위협으로 가장 
적절한 것은?","[""이기적 위협"", ""자기검토 위협"", ""유착 위협"", ""압력 위협""]",[1],,1,[]
2015_24,2015,PM,24,"24. “SW사업 대가산정 가이드”에서 소프트웨어 재
개발비의 변경률 산정에 관한 설명으로 가장 거리가 
먼 것은?","[""설계 변경률이 높다면 소프트웨어의 재개발 \n노력이 증가함을 의미한다."", ""트랜잭션 설계 변경률은 사용자인터페이스, 업무\n처리로직, 데이터처리로직의 변경 정도에 따라 \n산정된다."", ""코드 변경률은 설계 변경률보다 작은 값을 갖는다."", ""설계 변경률과 코드 변경률이 0%인 경우에도 통합 \n및 시험 변경률이 50%인 경우가 있을 수 있다""]",[3],,1,[]
2015_25,2015,PM,25,"25. “정보시스템 감리 수행 가이드”의 시정조치 확인 세부절차를 실행 순서대로 나열할 때 가장 적절한 
것은?","[""시정조치 결과 확인계획 공유 → 시정조치 결과 확인 → 미조치/오조치 사항에 대한 개선의견 제시 → 발주자/사업자 면담 → 상호 검토"", ""시정조치 결과 확인 →  시정조치 결과 확인계획 공유 → 발주자/사업자 면담 → 상호 검토 →  미조치/오조치 사항에 대한 개선의견 제시"", ""시정조치 결과 확인계획 공유 → 발주자/사업자 면담 → 시정조치 결과 확인 → 상호 검토 →  미조치/오조치 사항에 대한 개선의견 제시"", ""시정조치 결과 확인계획 공유 → 시정조치 결과 확인 → 상호 검토 → 발주자/사업자 면담 →  미조치/오조치 사항에 대한 개선의견 제시""]",[4],,1,[]
2015_26,2015,SE,26,"26. 다음 설명은 개발방법론 중에서 나선형 모델
(spiral model)을 나타내고 있다. 다음 중 나선형 
모델의 각 단계별 작업내용을 순서대로 나열한 
것으로 가장 적절한 것은?
나선형 모델은 비선형적이며 반복적으로 개발이 
진행되므로 소프트웨어 품질 중 강인성을 높일 
수 있는 방법이다. 특히 이 방법은 개발자나 
사용자가 각 확장 단계에서 발생될 위험에 대한 
이해와 대책이 가능하다. 따라서 프로젝트가 
실패할 위험을 사전에 최소화할 수 있다.","[""계획수립 – 위험분석 – 개발 - 평가"", ""위험분석 – 계획수립 – 개발 - 평가"", ""계획수립 – 개발 – 위험분석 - 평가"", ""계획수립 – 위험분석 – 평가 - 개발""]",[1],,1,[]
2015_27,2015,SE,27,"27. 다음의 클래스 다이어그램은 Java 언어에서 Invoice 클래스와 Employee 클래스가 Payable 인터페이스를 상속받는 것을 나타내고 있다. 
Java 인터페이스에 대한 설명으로 가장 적절하지 않은 것은?","[""Java 인터페이스는 구현 부분이 없는 추상 메소드로 구성되어 있다."", ""인터페이스를 상속받는 일반 클래스는 인터페이스의 추상 메소드를 재정의해야 한다."", ""Java 언어에서 인터페이스는 다중 상속을 허용하지 않고 단일 상속만 가능하다."", ""Java 인터페이스에는 메소드가 없고 비어있는 태깅(tagging) 인터페이스가 존재한다.""]",[3],,1,[]
2015_28,2015,SE,28,"28. JUnit 4.0으로 자바 프로그램을 단위 시험하기 
위해 테스트 케이스를 다음과 같이 작성하였을 때, 
테스트 케이스 메소드들의 수행순서로 가장 
적절한 것은?
public class SimpleTest {
      @Before
      public void setUp() {              }
      @After
      public void tearDown() {           } 
      @Test
      public void test1() {              }
      @Test
      public void test2() {              }
}","[""setUp() --> tearDown() --> test1() --> \ntest2()"", ""setUp() --> test1() --> test2() --> \ntearDown()"", ""setUp() --> test1() --> tearDown() --> \nsetUp() --> test2() --> tearDown()"", ""tearDown() --> test1() -->  setUp() --> \ntest2() --> tearDown()""]",[3],,1,[]
